latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
63.427464,10.403427,12.0,7200,Europe/Berlin,GMT+2

time,temperature_2m (°C),relative_humidity_2m (%),apparent_temperature (°C),precipitation (mm),rain (mm),showers (mm),snowfall (cm),snow_depth (m),pressure_msl (hPa),cloud_cover (%),visibility (m),wind_gusts_10m (km/h),temperature_80m (°C),wind_direction_10m (°),wind_speed_10m (km/h)
2025-01-09T07:00,-6.7,88,-10.2,0.00,0.00,0.00,0.00,0.16,996.8,62,30520.00,6.1,-4.7,112,2.5
2025-01-09T08:00,-7.2,85,-10.9,0.00,0.00,0.00,0.00,0.15,997.1,60,27360.00,6.1,-4.3,166,3.2
2025-01-09T09:00,-6.8,83,-10.6,0.00,0.00,0.00,0.00,0.15,997.9,72,29780.00,6.5,-4.4,149,4.0
2025-01-09T10:00,-6.3,83,-9.9,0.00,0.00,0.00,0.00,0.15,998.4,64,31240.00,6.8,-4.3,137,2.9
2025-01-09T11:00,-5.7,83,-9.1,0.00,0.00,0.00,0.00,0.17,999.3,79,32500.00,5.8,-3.6,140,2.2
2025-01-09T12:00,-5.4,83,-9.0,0.00,0.00,0.00,0.00,0.17,999.9,90,33540.00,6.1,-3.6,156,3.6
2025-01-09T13:00,-4.8,84,-8.3,0.00,0.00,0.00,0.00,0.17,1000.5,90,32440.00,6.5,-3.4,145,3.6
2025-01-09T14:00,-4.3,84,-7.9,0.00,0.00,0.00,0.00,0.16,1000.7,94,32960.00,7.9,-3.1,193,4.3
2025-01-09T15:00,-4.2,83,-7.8,0.00,0.00,0.00,0.00,0.16,1001.0,100,32320.00,7.2,-3.2,239,4.0
2025-01-09T16:00,-3.9,83,-7.3,0.00,0.00,0.00,0.00,0.16,1001.6,92,30800.00,6.8,-3.1,213,3.6
2025-01-09T17:00,-3.7,83,-7.1,0.00,0.00,0.00,0.00,0.16,1002.1,80,28780.00,5.0,-3.2,140,2.9
2025-01-09T18:00,-4.2,84,-7.7,0.00,0.00,0.00,0.00,0.16,1002.8,90,25600.00,6.1,-3.2,233,4.0
2025-01-09T19:00,-3.9,84,-7.4,0.00,0.00,0.00,0.00,0.16,1003.6,92,23580.00,6.5,-3.2,191,4.0
2025-01-09T20:00,-4.1,83,-7.9,0.00,0.00,0.00,0.00,0.16,1004.3,89,19420.00,9.0,-3.0,170,5.4
2025-01-09T21:00,-4.3,84,-8.3,0.00,0.00,0.00,0.00,0.16,1005.2,82,17960.00,12.2,-3.1,187,6.8
2025-01-09T22:00,-4.3,82,-8.6,0.00,0.00,0.00,0.00,0.16,1006.1,60,23360.00,15.1,-3.3,186,9.0
2025-01-09T23:00,-4.0,79,-8.4,0.00,0.00,0.00,0.00,0.16,1007.0,88,29780.00,16.2,-3.2,186,9.4
2025-01-10T00:00,-3.6,80,-8.0,0.00,0.00,0.00,0.00,0.16,1007.8,90,31040.00,15.8,-3.4,183,9.7
2025-01-10T01:00,-3.7,80,-8.1,0.00,0.00,0.00,0.00,0.16,1008.6,95,30340.00,17.3,-3.7,186,10.1
2025-01-10T02:00,-3.5,86,-8.1,0.00,0.00,0.00,0.00,0.15,1009.5,100,22640.00,19.8,-4.4,189,11.9
2025-01-10T03:00,-3.3,87,-7.9,0.20,0.00,0.00,0.14,0.15,1010.2,99,22280.00,20.9,-4.7,190,12.2
2025-01-10T04:00,-3.3,88,-7.9,0.00,0.00,0.00,0.00,0.15,1010.8,89,21100.00,20.9,-4.8,189,12.2
2025-01-10T05:00,-3.3,88,-7.8,0.00,0.00,0.00,0.00,0.15,1012.1,73,23860.00,19.4,-4.3,188,11.5
2025-01-10T06:00,-3.6,88,-8.1,0.00,0.00,0.00,0.00,0.15,1012.5,83,23920.00,19.4,-4.1,180,11.5
2025-01-10T07:00,-3.4,87,-8.0,0.00,0.00,0.00,0.00,0.15,1012.9,93,26580.00,20.9,-4.0,180,12.2
2025-01-10T08:00,-3.6,87,-8.2,0.00,0.00,0.00,0.00,0.17,1013.5,99,26820.00,20.2,-3.7,182,11.9
2025-01-10T09:00,-3.4,87,-8.2,0.00,0.00,0.00,0.00,0.17,1014.2,96,27840.00,24.1,-3.4,184,14.0
2025-01-10T10:00,-3.0,87,-8.0,0.00,0.00,0.00,0.00,0.17,1015.1,97,28580.00,24.8,-3.1,187,14.8
2025-01-10T11:00,-2.7,86,-7.6,0.00,0.00,0.00,0.00,0.17,1016.2,90,28100.00,25.2,-3.0,185,14.8
2025-01-10T12:00,-2.6,86,-7.4,0.00,0.00,0.00,0.00,0.17,1016.5,100,28780.00,24.8,-2.6,182,14.4
2025-01-10T13:00,-2.3,85,-7.2,0.00,0.00,0.00,0.00,0.17,1016.9,99,28800.00,24.5,-2.3,186,14.8
2025-01-10T14:00,-1.8,84,-6.7,0.00,0.00,0.00,0.00,0.16,1017.2,100,27800.00,25.9,-2.1,189,15.1
2025-01-10T15:00,-1.8,85,-6.8,0.00,0.00,0.00,0.00,0.16,1017.5,94,28780.00,28.8,-1.7,194,15.8
2025-01-10T16:00,-1.8,84,-6.6,0.00,0.00,0.00,0.00,0.16,1018.0,92,29600.00,27.4,-1.5,197,14.4
2025-01-10T17:00,-1.9,85,-6.5,0.00,0.00,0.00,0.00,0.16,1018.9,87,23980.00,21.2,-1.7,192,13.0
2025-01-10T18:00,-2.0,85,-6.8,0.00,0.00,0.00,0.00,0.16,1019.2,97,25680.00,24.5,-1.4,185,14.4
2025-01-10T19:00,-1.7,84,-6.5,0.00,0.00,0.00,0.00,0.16,1019.8,99,3860.00,25.2,-1.8,191,14.0
2025-01-10T20:00,-1.7,85,-6.5,0.00,0.00,0.00,0.00,0.16,1019.7,96,10240.00,24.8,-1.7,191,14.8
2025-01-10T21:00,-1.7,86,-6.4,0.00,0.00,0.00,0.00,0.16,1020.5,70,14780.00,25.2,-1.3,193,14.4
2025-01-10T22:00,-1.5,89,-6.2,0.00,0.00,0.00,0.00,0.16,1020.9,33,16060.00,25.9,-1.0,195,15.1
2025-01-10T23:00,-1.5,90,-5.9,0.00,0.00,0.00,0.00,0.15,1020.9,75,18040.00,23.8,-0.7,198,13.0
2025-01-11T00:00,-1.7,89,-6.1,0.00,0.00,0.00,0.00,0.16,1021.3,93,13840.00,22.3,-0.8,188,12.6
2025-01-11T01:00,-1.6,89,-5.9,0.00,0.00,0.00,0.00,0.16,1021.5,86,21340.00,21.6,-0.3,185,12.2
2025-01-11T02:00,-1.8,90,-6.3,0.00,0.00,0.00,0.00,0.15,1022.0,83,23700.00,21.6,-0.0,187,13.0
2025-01-11T03:00,-1.7,89,-6.5,0.00,0.00,0.00,0.00,0.15,1022.6,63,13320.00,25.9,-0.1,191,15.5
2025-01-11T04:00,-2.2,89,-7.0,0.00,0.00,0.00,0.00,0.15,1022.4,81,21080.00,27.0,-0.3,198,15.1
2025-01-11T05:00,-1.9,88,-6.3,0.10,0.00,0.00,0.07,0.15,1023.0,99,21320.00,24.1,-0.3,187,12.2
2025-01-11T06:00,-1.7,90,-6.2,0.00,0.00,0.00,0.00,0.15,1023.1,100,21660.00,23.0,-0.1,186,13.7
2025-01-11T07:00,-1.6,90,-6.0,0.00,0.00,0.00,0.00,0.15,1023.1,97,22120.00,23.0,0.1,190,13.0
2025-01-11T08:00,-1.4,88,-5.9,0.00,0.00,0.00,0.00,0.18,1023.3,81,14120.00,22.0,-0.5,190,13.0
2025-01-11T09:00,-1.2,88,-5.7,0.00,0.00,0.00,0.00,0.18,1023.7,82,19960.00,22.3,-0.2,190,13.3
2025-01-11T10:00,-1.3,89,-5.7,0.00,0.00,0.00,0.00,0.18,1024.3,80,20440.00,22.3,-0.1,186,12.6
2025-01-11T11:00,-1.3,88,-5.7,0.00,0.00,0.00,0.00,0.17,1025.4,66,20180.00,22.7,-0.2,187,12.6
2025-01-11T12:00,-1.7,87,-6.2,0.00,0.00,0.00,0.00,0.17,1025.3,42,22100.00,22.0,-0.1,183,13.0
2025-01-11T13:00,-1.5,85,-6.1,0.00,0.00,0.00,0.00,0.17,1025.4,88,10680.00,22.7,-0.4,182,13.3
2025-01-11T14:00,-0.9,86,-5.4,0.00,0.00,0.00,0.00,0.16,1026.0,96,5240.00,23.0,-0.8,186,13.3
2025-01-11T15:00,-0.6,86,-5.2,0.10,0.00,0.00,0.07,0.16,1026.4,93,18320.00,25.6,-0.7,189,14.4
2025-01-11T16:00,-0.3,84,-5.0,0.00,0.00,0.00,0.00,0.16,1026.7,93,23540.00,25.6,-0.3,193,14.8
2025-01-11T17:00,0.2,83,-4.3,0.00,0.00,0.00,0.00,0.16,1027.0,82,31840.00,24.5,-0.3,188,14.4
2025-01-11T18:00,-0.7,84,-5.4,0.00,0.00,0.00,0.00,0.16,1027.5,82,35120.00,25.2,-0.2,190,14.4
2025-01-11T19:00,-0.9,84,-5.9,0.00,0.00,0.00,0.00,0.16,1028.0,86,34680.00,28.8,-0.1,191,16.9
2025-01-11T20:00,-1.7,85,-6.9,0.00,0.00,0.00,0.00,0.15,1028.7,59,31360.00,29.5,-0.5,190,17.3
2025-01-11T21:00,-2.2,86,-7.3,0.00,0.00,0.00,0.00,0.15,1028.7,30,30860.00,29.5,-0.4,188,16.9
2025-01-11T22:00,-2.8,84,-8.0,0.00,0.00,0.00,0.00,0.15,1028.7,21,31440.00,29.2,-0.5,189,16.9
2025-01-11T23:00,-3.0,84,-8.4,0.00,0.00,0.00,0.00,0.15,1029.3,2,33140.00,29.9,-0.9,189,17.6
2025-01-12T00:00,-2.9,83,-8.4,0.00,0.00,0.00,0.00,0.15,1029.5,4,35240.00,31.3,-1.1,189,18.4
2025-01-12T01:00,-2.4,81,-7.9,0.00,0.00,0.00,0.00,0.15,1029.8,6,40340.00,31.7,-1.3,187,18.4
2025-01-12T02:00,-1.9,82,-7.4,0.00,0.00,0.00,0.00,0.15,1029.7,72,42920.00,32.4,-1.4,190,18.7
2025-01-12T03:00,-1.2,82,-6.5,0.00,0.00,0.00,0.00,0.15,1030.0,65,44640.00,31.7,-1.4,190,18.0
2025-01-12T04:00,-2.0,82,-7.2,0.00,0.00,0.00,0.00,0.15,1030.4,100,45840.00,30.6,-1.1,192,17.3
2025-01-12T05:00,-2.1,80,-7.1,0.00,0.00,0.00,0.00,0.15,1030.8,100,44180.00,28.8,-1.1,191,15.5
2025-01-12T06:00,-2.3,79,-7.9,0.00,0.00,0.00,0.00,0.15,1030.8,100,43600.00,32.4,-0.9,199,18.7
2025-01-12T07:00,-2.4,78,-8.2,0.00,0.00,0.00,0.00,0.15,1030.6,100,42880.00,33.5,-0.7,195,19.8
2025-01-12T08:00,-2.4,78,-8.2,0.00,0.00,0.00,0.00,0.15,1030.9,100,45620.00,36.0,-0.9,192,19.8
2025-01-12T09:00,-2.6,78,-8.1,0.00,0.00,0.00,0.00,0.15,1030.9,97,49520.00,33.8,-0.7,187,18.0
2025-01-12T10:00,-3.1,76,-8.6,0.00,0.00,0.00,0.00,0.15,1031.2,58,52020.00,31.3,-0.7,192,17.6
2025-01-12T11:00,-3.1,74,-9.0,0.00,0.00,0.00,0.00,0.16,1031.2,62,55600.00,33.1,-0.7,191,19.4
2025-01-12T12:00,-2.4,71,-8.0,0.00,0.00,0.00,0.00,0.16,1031.2,90,57860.00,33.5,-0.7,195,17.6
2025-01-12T13:00,-2.2,68,-7.9,0.00,0.00,0.00,0.00,0.16,1031.6,88,60200.00,32.0,-0.7,190,18.4
2025-01-12T14:00,-1.1,68,-6.8,0.00,0.00,0.00,0.00,0.15,1032.0,36,56260.00,35.3,-0.2,202,19.1
2025-01-12T15:00,-0.8,68,-6.7,0.00,0.00,0.00,0.00,0.15,1031.3,28,55500.00,35.6,-0.2,195,20.2
2025-01-12T16:00,-1.3,68,-7.0,0.00,0.00,0.00,0.00,0.15,1032.1,83,54440.00,34.6,-0.0,200,18.4
2025-01-12T17:00,-1.1,70,-6.4,0.00,0.00,0.00,0.00,0.15,1032.3,52,52080.00,28.8,0.2,189,16.6
2025-01-12T18:00,-1.9,69,-7.3,0.00,0.00,0.00,0.00,0.15,1032.6,39,50480.00,29.5,0.3,194,16.9
2025-01-12T19:00,-1.4,68,-7.0,0.00,0.00,0.00,0.00,0.15,1032.0,53,52740.00,31.7,0.4,186,18.4
2025-01-12T20:00,-1.4,68,-7.0,0.00,0.00,0.00,0.00,0.15,1031.2,98,54580.00,31.7,0.3,191,18.0
2025-01-12T21:00,-2.1,67,-7.8,0.00,0.00,0.00,0.00,0.15,1031.0,100,50000.00,31.3,0.5,188,18.4
2025-01-12T22:00,-2.0,65,-7.7,0.00,0.00,0.00,0.00,0.15,1030.2,100,41300.00,31.7,0.7,189,17.6
2025-01-12T23:00,-1.8,63,-6.8,0.00,0.00,0.00,0.00,0.15,1028.2,100,32660.00,27.7,0.9,205,13.3
2025-01-13T00:00,-1.5,64,-6.1,0.00,0.00,0.00,0.00,0.15,1027.4,100,34800.00,22.3,0.5,173,10.8
2025-01-13T01:00,-1.5,66,-5.7,0.00,0.00,0.00,0.00,0.15,1025.0,100,31720.00,18.0,0.5,172,8.3
2025-01-13T02:00,-1.4,59,-6.0,0.00,0.00,0.00,0.00,0.15,1022.0,100,40100.00,20.9,0.4,182,10.1
2025-01-13T03:00,-1.5,61,-5.2,0.00,0.00,0.00,0.00,0.15,1020.6,100,47940.00,17.3,0.4,188,3.6
2025-01-13T04:00,-1.4,63,-5.0,0.00,0.00,0.00,0.00,0.15,1019.0,100,40280.00,7.9,0.7,117,3.6
2025-01-13T05:00,-1.0,63,-4.5,0.00,0.00,0.00,0.00,0.15,1017.7,100,7080.00,9.4,1.4,44,3.2
2025-01-13T06:00,-0.5,65,-3.9,0.00,0.00,0.00,0.00,0.15,1015.3,100,54960.00,11.2,1.0,94,3.2
2025-01-13T07:00,-0.1,60,-4.2,0.00,0.00,0.00,0.00,0.15,1012.6,100,53300.00,12.2,1.4,191,7.2
2025-01-13T08:00,0.4,61,-3.8,0.00,0.00,0.00,0.00,0.16,1010.8,100,23300.00,18.4,2.1,209,8.3
2025-01-13T09:00,0.7,53,-5.4,0.00,0.00,0.00,0.00,0.16,1008.0,100,19860.00,37.4,2.8,204,21.2
2025-01-13T10:00,1.4,64,-5.8,0.20,0.20,0.00,0.00,0.16,1006.4,100,15880.00,54.0,3.8,200,30.6
2025-01-13T11:00,2.1,58,-4.7,0.20,0.20,0.00,0.00,0.16,1005.9,100,9960.00,55.1,5.8,205,27.7
2025-01-13T12:00,5.0,63,-1.0,0.00,0.00,0.00,0.00,0.16,1005.4,100,9380.00,48.6,6.5,202,25.2
2025-01-13T13:00,4.3,73,-1.1,0.20,0.20,0.00,0.00,0.16,1004.7,100,20700.00,44.6,7.1,206,22.3
2025-01-13T14:00,7.5,83,2.7,0.10,0.10,0.00,0.00,0.15,1003.9,100,51400.00,46.1,8.1,212,24.5
2025-01-13T15:00,9.0,78,3.3,0.00,0.00,0.00,0.00,0.14,1004.1,100,60400.00,55.1,10.4,240,31.3
2025-01-13T16:00,9.7,79,3.9,0.00,0.00,0.00,0.00,0.14,1004.8,100,48820.00,59.4,9.8,252,33.5
2025-01-13T17:00,9.3,79,3.3,0.00,0.00,0.00,0.00,0.13,1004.7,94,36080.00,58.7,9.2,243,33.8
2025-01-13T18:00,9.2,80,2.7,0.00,0.00,0.00,0.00,0.13,1004.8,93,32380.00,65.5,8.9,253,37.8
2025-01-13T19:00,9.6,81,2.9,0.00,0.00,0.00,0.00,0.13,1005.0,94,27880.00,69.5,8.8,258,39.2
2025-01-13T20:00,9.0,82,3.2,0.00,0.00,0.00,0.00,0.13,1005.1,97,32120.00,67.0,9.2,254,33.1
2025-01-13T21:00,9.0,83,4.3,0.00,0.00,0.00,0.00,0.12,1005.3,99,40520.00,58.7,9.4,245,25.6
2025-01-13T22:00,7.8,88,4.3,0.00,0.00,0.00,0.00,0.12,1005.6,100,29940.00,46.1,9.2,207,16.6
2025-01-13T23:00,8.4,90,5.3,0.00,0.00,0.00,0.00,0.12,1005.4,100,35100.00,29.2,9.7,203,15.5
2025-01-14T00:00,8.2,92,4.8,0.20,0.20,0.00,0.00,0.11,1004.9,100,28560.00,31.7,9.3,206,18.4
2025-01-14T01:00,8.2,92,4.7,0.80,0.80,0.00,0.00,0.11,1004.4,100,36780.00,33.5,9.4,208,18.4
2025-01-14T02:00,7.8,93,3.9,1.60,1.60,0.00,0.00,0.12,1004.2,100,38080.00,36.7,8.8,207,21.2
2025-01-14T03:00,7.6,88,2.5,0.10,0.10,0.00,0.00,0.11,1004.3,100,29400.00,48.6,8.6,230,27.4
2025-01-14T04:00,7.2,89,2.6,0.70,0.70,0.00,0.00,0.11,1005.0,100,20940.00,48.6,7.8,244,23.8
2025-01-14T05:00,7.0,88,2.4,0.70,0.70,0.00,0.00,0.11,1005.9,100,10880.00,41.8,7.4,248,23.0
2025-01-14T06:00,6.7,87,1.7,0.30,0.30,0.00,0.00,0.11,1005.9,100,18660.00,45.7,6.8,257,25.2
2025-01-14T07:00,6.4,85,1.5,0.10,0.10,0.00,0.00,0.10,1006.2,97,16060.00,46.1,6.5,251,24.1
2025-01-14T08:00,6.3,88,1.9,0.00,0.00,0.00,0.00,0.10,1005.8,83,19560.00,40.3,6.6,258,20.9
2025-01-14T09:00,5.9,93,3.3,0.10,0.10,0.00,0.00,0.09,1005.8,99,24340.00,37.8,6.6,215,9.7
2025-01-14T10:00,5.3,92,2.4,0.00,0.00,0.00,0.00,0.09,1006.1,100,18720.00,19.8,6.3,214,10.1
2025-01-14T11:00,6.8,90,3.7,0.10,0.10,0.00,0.00,0.10,1006.8,100,19360.00,28.4,6.3,235,13.3
2025-01-14T12:00,5.6,94,3.1,1.10,1.10,0.00,0.00,0.10,1007.8,100,30800.00,23.0,6.3,211,8.3
2025-01-14T13:00,5.3,95,3.0,1.30,1.30,0.00,0.00,0.10,1008.7,100,28260.00,14.0,6.2,220,7.2
2025-01-14T14:00,5.1,95,2.3,0.20,0.20,0.00,0.00,0.11,1009.5,100,19400.00,16.6,6.2,210,9.7
2025-01-14T15:00,5.4,95,2.8,0.20,0.20,0.00,0.00,0.10,1010.7,100,22060.00,18.4,6.0,251,9.4
2025-01-14T16:00,4.7,95,1.9,0.00,0.00,0.00,0.00,0.10,1011.8,96,19780.00,17.3,6.1,225,9.4
2025-01-14T17:00,6.2,92,2.8,0.00,0.00,0.00,0.00,0.10,1013.3,92,21700.00,27.7,6.1,265,14.8
2025-01-14T18:00,5.3,95,2.5,0.00,0.00,0.00,0.00,0.10,1014.4,100,18240.00,27.4,6.5,237,10.1
2025-01-14T19:00,5.7,95,3.1,0.30,0.30,0.00,0.00,0.10,1015.6,100,15560.00,20.2,6.5,240,9.4
2025-01-14T20:00,5.8,92,2.6,0.00,0.00,0.00,0.00,0.10,1016.5,99,17300.00,23.4,6.7,248,13.0
2025-01-14T21:00,4.7,94,1.7,0.00,0.00,0.00,0.00,0.10,1017.4,95,24220.00,23.8,6.5,193,10.8
2025-01-14T22:00,4.8,93,1.6,0.00,0.00,0.00,0.00,0.10,1018.2,100,21360.00,22.0,6.6,193,12.2
2025-01-14T23:00,4.7,93,1.6,0.00,0.00,0.00,0.00,0.10,1018.9,100,15540.00,21.2,6.5,192,10.4
2025-01-15T00:00,5.1,94,1.9,0.00,0.00,0.00,0.00,0.10,1019.6,100,17540.00,21.2,6.7,192,12.6
2025-01-15T01:00,5.1,93,1.9,0.00,0.00,0.00,0.00,0.10,1019.5,100,17880.00,22.7,6.8,189,12.6
2025-01-15T02:00,4.6,92,1.0,0.00,0.00,0.00,0.00,0.10,1019.5,97,15340.00,23.8,6.7,189,14.0
2025-01-15T03:00,4.2,91,0.7,0.00,0.00,0.00,0.00,0.10,1019.6,100,18140.00,24.5,6.9,183,13.0
2025-01-15T04:00,3.8,91,0.5,0.00,0.00,0.00,0.00,0.10,1018.8,100,16120.00,22.3,6.9,178,10.8
2025-01-15T05:00,3.4,88,-0.3,0.00,0.00,0.00,0.00,0.10,1018.0,99,13400.00,21.2,6.9,193,12.6
2025-01-15T06:00,3.7,82,-0.0,0.00,0.00,0.00,0.00,0.10,1016.9,100,10320.00,22.7,7.0,193,12.2
2025-01-15T07:00,3.9,86,0.6,0.30,0.30,0.00,0.00,0.10,1015.8,100,15840.00,21.6,6.9,196,10.4
2025-01-15T08:00,4.1,86,0.2,1.10,1.10,0.00,0.00,0.09,1014.8,100,11700.00,25.6,7.1,194,14.4
2025-01-15T09:00,4.4,90,0.7,2.60,2.60,0.00,0.00,0.09,1013.2,100,13020.00,31.0,7.1,195,14.4
2025-01-15T10:00,4.5,91,1.2,1.30,1.30,0.00,0.00,0.09,1012.3,100,24180.00,26.6,7.4,222,11.5
2025-01-15T11:00,5.1,89,2.0,0.30,0.30,0.00,0.00,0.09,1012.6,100,16960.00,25.2,9.0,228,10.8
2025-01-15T12:00,5.2,86,1.3,0.10,0.10,0.00,0.00,0.09,1012.1,100,11020.00,27.4,9.6,213,15.1
2025-01-15T13:00,5.8,87,1.9,0.20,0.20,0.00,0.00,0.09,1012.0,100,39300.00,29.5,10.4,221,16.6
2025-01-15T14:00,8.6,86,4.5,0.20,0.20,0.00,0.00,0.09,1011.5,100,36860.00,41.4,9.9,232,22.3
2025-01-15T15:00,10.0,85,5.6,0.00,0.00,0.00,0.00,0.09,1011.5,100,43880.00,49.0,10.5,236,26.3
2025-01-15T16:00,8.8,89,5.0,0.80,0.80,0.00,0.00,0.08,1012.7,100,45560.00,47.9,10.6,234,20.5
2025-01-15T17:00,9.7,88,5.7,0.20,0.20,0.00,0.00,0.08,1012.7,100,38520.00,42.8,10.5,233,23.8
2025-01-15T18:00,8.9,88,5.1,0.00,0.00,0.00,0.00,0.08,1012.7,100,36900.00,43.9,10.8,225,20.5
2025-01-15T19:00,8.2,90,5.1,0.10,0.10,0.00,0.00,0.08,1013.0,100,38080.00,37.1,10.8,218,15.8
2025-01-15T20:00,8.3,90,5.1,0.20,0.20,0.00,0.00,0.08,1012.7,100,33640.00,29.5,10.9,217,16.2
2025-01-15T21:00,8.4,92,5.1,0.20,0.20,0.00,0.00,0.08,1012.2,100,31500.00,33.1,11.1,217,18.0
2025-01-15T22:00,8.4,93,4.8,0.70,0.70,0.00,0.00,0.08,1012.2,100,29220.00,36.0,11.1,212,19.8
2025-01-15T23:00,7.8,91,4.3,1.80,1.80,0.00,0.00,0.08,1011.1,100,21000.00,36.0,11.3,209,17.6
2025-01-16T00:00,7.5,91,4.7,0.50,0.50,0.00,0.00,0.08,1011.8,100,19000.00,31.0,10.6,229,12.6
2025-01-16T01:00,7.4,93,3.8,2.40,2.40,0.00,0.00,0.08,1012.0,100,27700.00,31.0,10.3,209,18.0
2025-01-16T02:00,7.4,92,3.9,1.00,1.00,0.00,0.00,0.08,1012.3,100,31840.00,32.0,10.2,217,17.3
2025-01-16T03:00,8.8,91,5.4,0.50,0.50,0.00,0.00,0.08,1012.5,100,20320.00,33.5,9.6,224,19.1
2025-01-16T04:00,8.9,91,5.2,0.10,0.10,0.00,0.00,0.07,1013.0,100,21720.00,39.2,9.5,238,21.2
2025-01-16T05:00,8.5,90,4.5,0.00,0.00,0.00,0.00,0.07,1013.4,95,22400.00,38.5,9.9,237,22.0
2025-01-16T06:00,9.2,87,5.3,0.00,0.00,0.00,0.00,0.07,1013.3,90,30780.00,40.3,9.8,243,21.6
2025-01-16T07:00,8.5,86,4.5,0.00,0.00,0.00,0.00,0.07,1013.6,90,31900.00,37.8,9.7,248,20.9
2025-01-16T08:00,9.7,87,5.5,0.00,0.00,0.00,0.00,0.07,1013.4,73,38360.00,42.1,9.8,243,24.1
2025-01-16T09:00,10.2,84,6.1,0.00,0.00,0.00,0.00,0.06,1014.1,68,33500.00,43.2,9.4,255,23.4
2025-01-16T10:00,9.6,82,5.4,0.00,0.00,0.00,0.00,0.06,1015.0,83,36460.00,42.1,9.3,248,23.0
2025-01-16T11:00,9.4,85,5.7,0.00,0.00,0.00,0.00,0.06,1015.6,82,43500.00,37.8,9.9,238,19.8
2025-01-16T12:00,9.6,87,6.1,0.10,0.10,0.00,0.00,0.06,1016.4,85,39240.00,34.9,9.6,239,19.4
2025-01-16T13:00,9.9,86,6.4,0.10,0.10,0.00,0.00,0.05,1016.7,58,39780.00,37.1,9.7,248,20.2
2025-01-16T14:00,9.8,84,6.8,0.00,0.00,0.00,0.00,0.06,1016.6,53,41200.00,33.8,9.6,258,15.8
2025-01-16T15:00,8.8,86,6.4,0.00,0.00,0.00,0.00,0.06,1016.6,49,25600.00,29.2,9.2,238,10.4
2025-01-16T16:00,7.7,88,5.3,0.00,0.00,0.00,0.00,0.05,1017.0,65,21380.00,19.4,9.0,191,9.4
2025-01-16T17:00,7.3,87,4.7,0.00,0.00,0.00,0.00,0.05,1017.4,77,21060.00,19.1,9.1,178,10.1
2025-01-16T18:00,7.2,89,4.5,0.00,0.00,0.00,0.00,0.05,1017.6,88,20580.00,18.7,9.6,183,10.4
2025-01-16T19:00,7.3,87,4.7,0.20,0.20,0.00,0.00,0.05,1017.9,100,16720.00,20.9,10.0,191,9.7
2025-01-16T20:00,7.0,92,4.3,1.20,1.20,0.00,0.00,0.05,1017.3,100,14120.00,19.1,9.8,183,10.8
2025-01-16T21:00,6.3,92,3.5,1.70,1.70,0.00,0.00,0.05,1016.9,100,16500.00,19.1,9.6,186,10.8
2025-01-16T22:00,6.1,92,3.3,1.10,1.10,0.00,0.00,0.05,1016.2,100,17160.00,19.1,9.4,186,10.8
2025-01-16T23:00,6.3,90,3.3,1.60,1.60,0.00,0.00,0.05,1015.8,100,18380.00,22.3,8.8,190,12.2
2025-01-17T00:00,6.2,89,3.8,0.00,0.00,0.00,0.00,0.05,1016.1,99,16300.00,21.6,8.6,173,6.8
2025-01-17T01:00,5.9,88,3.0,0.00,0.00,0.00,0.00,0.05,1015.5,99,23080.00,17.3,8.9,168,10.1
2025-01-17T02:00,5.8,85,2.9,0.00,0.00,0.00,0.00,0.06,1015.2,94,17100.00,17.3,8.7,182,9.0
2025-01-17T03:00,5.7,84,2.4,0.00,0.00,0.00,0.00,0.06,1014.7,61,20520.00,19.8,8.3,180,11.5
2025-01-17T04:00,5.5,83,1.7,0.00,0.00,0.00,0.00,0.06,1014.5,60,28680.00,26.3,9.0,182,15.1
2025-01-17T05:00,5.5,82,1.7,0.00,0.00,0.00,0.00,0.05,1014.8,74,18300.00,27.7,9.3,190,14.0
2025-01-17T06:00,5.3,81,1.7,0.00,0.00,0.00,0.00,0.05,1014.1,68,18120.00,24.5,9.6,184,13.0
2025-01-17T07:00,5.4,79,2.0,0.00,0.00,0.00,0.00,0.05,1013.5,100,20460.00,22.3,9.9,182,11.2
2025-01-17T08:00,5.5,75,1.9,0.00,0.00,0.00,0.00,0.05,1012.3,100,13240.00,21.2,10.2,196,11.5
2025-01-17T09:00,5.1,74,1.5,0.00,0.00,0.00,0.00,0.05,1011.5,97,9760.00,20.9,9.2,201,10.8
2025-01-17T10:00,4.5,73,1.1,0.00,0.00,0.00,0.00,0.05,1010.2,100,15400.00,18.4,9.9,179,8.6
2025-01-17T11:00,3.9,73,0.5,0.00,0.00,0.00,0.00,0.05,1009.1,84,7040.00,18.0,9.5,198,8.3
2025-01-17T12:00,4.1,73,0.6,0.00,0.00,0.00,0.00,0.05,1008.6,58,15920.00,17.3,10.1,153,9.4
2025-01-17T13:00,6.5,65,2.2,0.00,0.00,0.00,0.00,0.05,1006.7,85,24160.00,28.8,10.6,191,15.1
2025-01-17T14:00,5.1,63,0.7,0.00,0.00,0.00,0.00,0.05,1005.5,63,28540.00,30.2,10.3,199,14.4
2025-01-17T15:00,4.7,67,0.8,0.00,0.00,0.00,0.00,0.05,1005.5,40,29500.00,25.6,10.2,205,11.2
